X.OTU.ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
denovo7906,k__Fungi, p__Ascomycota, c__Saccharomycetes, o__Saccharomycetales, f__Lipomycetaceae, g__Lipomyces, s__Lipomyces sp
denovo7907,k__Fungi,,,,,,
denovo7908,k__Fungi,,,,,,
denovo7909,k__Fungi,,,,,,
denovo7910,k__Fungi,,,,,,
denovo7911,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Rhytismatales, f__Rhytismataceae,,
denovo7912,k__Fungi,,,,,,
denovo7913,k__Fungi,,,,,,
denovo7914,k__Fungi,,,,,,
denovo7915,k__Fungi, p__Ascomycota,,,,,
denovo7916,k__Fungi,,,,,,
denovo7917,k__Fungi,,,,,,
denovo7918,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Stropharia,
denovo7919,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo7920,k__Fungi,,,,,,
denovo7921,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis,,
denovo7922,k__Fungi,,,,,,
denovo7923,k__Fungi,,,,,,
denovo7924,k__Fungi, p__Ascomycota, c__Eurotiomycetes, o__Eurotiales, f__Trichocomaceae, g__Aspergillus, s__Aspergillus asperescens
denovo7925,k__Fungi,,,,,,
denovo7926,k__Fungi,,,,,,
denovo7927,k__Fungi,,,,,,
denovo7928,k__Fungi,,,,,,
denovo7929,k__Fungi,,,,,,
denovo7930,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Zopfiella, s__Zopfiella sp
denovo7931,k__Fungi,,,,,,
denovo7932,k__Fungi,,,,,,
denovo7933,k__Fungi,,,,,,
denovo7934,k__Fungi,,,,,,
denovo7935,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo7936,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo7937,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo7938,k__Fungi,,,,,,
denovo7939,k__Fungi, p__Ascomycota,,,,,
denovo7940,k__Fungi,,,,,,
denovo7941,k__Fungi,,,,,,
denovo7942,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinellus, s__Coprinellus eurysporus
denovo7943,k__Fungi,,,,,,
denovo7944,k__Fungi,,,,,,
denovo7945,k__Fungi,,,,,,
denovo7946,k__Fungi,,,,,,
denovo7947,k__Fungi,,,,,,
denovo7948,k__Fungi,,,,,,
denovo7949,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo7950,k__Fungi,,,,,,
denovo7951,k__Fungi,,,,,,
denovo7952,k__Fungi,,,,,,
denovo7953,k__Fungi,,,,,,
denovo7954,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo7955,k__Fungi,,,,,,
denovo7956,k__Fungi,,,,,,
denovo7957,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo7958,k__Fungi,,,,,,
denovo7959,k__Fungi,,,,,,
denovo7960,k__Fungi,,,,,,
denovo7961,k__Fungi,,,,,,
denovo7962,k__Fungi,,,,,,
denovo7963,k__Fungi,,,,,,
denovo7964,k__Fungi,,,,,,
denovo7965,k__Fungi,,,,,,
denovo7966,k__Fungi,,,,,,
denovo7967,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo7968,k__Fungi,,,,,,
denovo7969,k__Fungi,,,,,,
denovo7970,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Strophariaceae, g__Kuehneromyces, s__Kuehneromyces lignicola
denovo7971,k__Fungi,,,,,,
denovo7972,k__Fungi,,,,,,
denovo7973,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__unidentified, g__unidentified, s__uncultured Tremellales
denovo7974,k__Fungi,,,,,,
denovo7975,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Typhulaceae, g__Typhula, s__Typhula maritima
denovo7976,k__Fungi, p__Basidiomycota,,,,,
denovo7977,k__Fungi,,,,,,
denovo7978,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Inocybaceae, g__Crepidotus, s__Crepidotus crocophyllus
denovo7979,k__Fungi,,,,,,
denovo7980,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo7981,k__Fungi,,,,,,
denovo7982,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo7983,k__Fungi,,,,,,
denovo7984,k__Fungi,,,,,,
denovo7985,k__Fungi,,,,,,
denovo7986,k__Fungi,,,,,,
denovo7987,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella macrocystis
denovo7988,k__Fungi,,,,,,
denovo7989,k__Fungi,,,,,,
denovo7990,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Phallales, f__Phallaceae, g__Phallus, s__Phallus rugulosus
denovo7991,k__Fungi, p__Ascomycota,,,,,
denovo7992,k__Fungi,,,,,,
denovo7993,k__Fungi,,,,,,
denovo7994,k__Fungi,,,,,,
denovo7995,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo7996,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Glomus,
denovo7997,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Rhizopogonaceae, g__Rhizopogon, s__Rhizopogon fuscorubens
denovo7998,k__Fungi,,,,,,
denovo7999,k__Fungi,,,,,,
denovo8000,k__Fungi,,,,,,
denovo8001,k__Fungi,,,,,,
denovo8002,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Nectriaceae,,
denovo8003,k__Fungi,,,,,,
denovo8004,k__Fungi,,,,,,
denovo8005,k__Fungi, p__Ascomycota,,,,,
denovo8006,k__Fungi, p__Ascomycota,,,,,
denovo8007,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Entolomataceae, g__Entoloma, s__Entoloma brunneosericeum
denovo8008,k__Fungi,,,,,,
denovo8009,k__Fungi,,,,,,
denovo8010,k__Fungi,,,,,,
denovo8011,k__Fungi,,,,,,
denovo8012,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Rhizopogonaceae, g__Rhizopogon, s__Rhizopogon fuscorubens
denovo8013,k__Fungi,,,,,,
denovo8014,k__Fungi,,,,,,
denovo8015,k__Fungi,,,,,,
denovo8016,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria,
denovo8017,k__Fungi,,,,,,
denovo8018,k__Fungi,,,,,,
denovo8019,k__Fungi,,,,,,
denovo8020,k__Fungi,,,,,,
denovo8021,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8022,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Zopfiella, s__Zopfiella sp
denovo8023,k__Fungi,,,,,,
denovo8024,k__Fungi,,,,,,
denovo8025,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo8026,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8027,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8028,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8029,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8030,k__Fungi,,,,,,
denovo8031,k__Fungi,,,,,,
denovo8032,k__Fungi,,,,,,
denovo8033,k__Fungi, p__Ascomycota,,,,,
denovo8034,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8035,k__Fungi,,,,,,
denovo8036,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Dothideales, f__Dothioraceae, g__Kabatiella, s__Kabatiella sp
denovo8037,k__Fungi,,,,,,
denovo8038,k__Fungi,,,,,,
denovo8039,k__Fungi,,,,,,
denovo8040,k__Fungi,,,,,,
denovo8041,k__Fungi,,,,,,
denovo8042,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Zopfiella, s__Zopfiella sp
denovo8043,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8044,k__Fungi,,,,,,
denovo8045,k__Fungi,,,,,,
denovo8046,k__Fungi,,,,,,
denovo8047,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Tricholomataceae, g__Clitocybe, s__Clitocybe subditopoda
denovo8048,k__Fungi,,,,,,
denovo8049,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8050,k__Fungi,,,,,,
denovo8051,k__Fungi,,,,,,
denovo8052,k__Fungi,,,,,,
denovo8053,k__Fungi,,,,,,
denovo8054,k__Fungi,,,,,,
denovo8055,k__Fungi,,,,,,
denovo8056,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8057,k__Fungi,,,,,,
denovo8058,k__Fungi,,,,,,
denovo8059,k__Fungi,,,,,,
denovo8060,k__Fungi,,,,,,
denovo8061,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Sebacinales, f__Sebacinales Group B, g__unidentified, s__Sebacinales Group B sp
denovo8062,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8063,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Incertae sedis, g__Trichaptum, s__Trichaptum biforme
denovo8064,k__Fungi,,,,,,
denovo8065,k__Fungi,,,,,,
denovo8066,k__Fungi,,,,,,
denovo8067,k__Fungi,,,,,,
denovo8068,k__Fungi,,,,,,
denovo8069,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Agaricaceae, g__Agaricus,
denovo8070,k__Fungi,,,,,,
denovo8071,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8072,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8073,k__Fungi,,,,,,
denovo8074,k__Fungi,,,,,,
denovo8075,k__Fungi,,,,,,
denovo8076,k__Fungi,,,,,,
denovo8077,k__Fungi,,,,,,
denovo8078,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mucorales, f__Mucoraceae, g__Mucor,
denovo8079,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Xylariales, f__Amphisphaeriaceae, g__Seiridium,
denovo8080,k__Fungi,,,,,,
denovo8081,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8082,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Cryptococcus, s__Cryptococcus podzolicus
denovo8083,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8084,k__Fungi,,,,,,
denovo8085,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8086,k__Fungi, p__Ascomycota, c__Sordariomycetes,,,,
denovo8087,k__Fungi,,,,,,
denovo8088,k__Fungi,,,,,,
denovo8089,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Geoglossales, f__Geoglossaceae, g__Sarcoleotia, s__Sarcoleotia turficola
denovo8090,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8091,k__Fungi,,,,,,
denovo8092,k__Fungi,,,,,,
denovo8093,k__Fungi,,,,,,
denovo8094,k__Fungi,,,,,,
denovo8095,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius rufus
denovo8096,k__Fungi,,,,,,
denovo8097,k__Fungi,,,,,,
denovo8098,k__Fungi,,,,,,
denovo8099,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Hymenochaetales, f__Hymenochaetaceae, g__Coltricia, s__Coltricia cinnamomea
denovo8100,k__Fungi,,,,,,
denovo8101,k__Fungi,,,,,,
denovo8102,k__Fungi,,,,,,
denovo8103,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8104,k__Fungi,,,,,,
denovo8105,k__Fungi,,,,,,
denovo8106,k__Fungi,,,,,,
denovo8107,k__Fungi,,,,,,
denovo8108,k__Fungi,,,,,,
denovo8109,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Capnodiales, f__Davidiellaceae, g__Cladosporium, s__Cladosporium sp 4 MU_2012
denovo8110,k__Fungi,,,,,,
denovo8111,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo8112,k__Fungi,,,,,,
denovo8113,k__Fungi,,,,,,
denovo8114,k__Fungi,,,,,,
denovo8115,k__Fungi,,,,,,
denovo8116,k__Fungi,,,,,,
denovo8117,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8118,k__Fungi,,,,,,
denovo8119,k__Fungi,,,,,,
denovo8120,k__Fungi,,,,,,
denovo8121,k__Fungi,,,,,,
denovo8122,k__Fungi,,,,,,
denovo8123,k__Fungi, p__Ascomycota,,,,,
denovo8124,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella horticola
denovo8125,k__Fungi,,,,,,
denovo8126,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae,,
denovo8127,k__Fungi,,,,,,
denovo8128,k__Fungi,,,,,,
denovo8129,k__Fungi, p__Ascomycota, c__Pezizomycetes, o__unidentified, f__unidentified, g__unidentified, s__Pezizomycetes sp
denovo8130,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8131,k__Fungi,,,,,,
denovo8132,k__Fungi,,,,,,
denovo8133,k__Fungi,,,,,,
denovo8134,k__Fungi,,,,,,
denovo8135,k__Fungi,,,,,,
denovo8136,k__Fungi,,,,,,
denovo8137,k__Fungi,,,,,,
denovo8138,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8139,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Inocybaceae, g__Simocybe, s__Simocybe cf serrulata PBM3054
denovo8140,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8141,k__Fungi,,,,,,
denovo8142,k__Fungi,,,,,,
denovo8143,k__Fungi, p__Ascomycota,,,,,
denovo8144,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo8145,k__Fungi,,,,,,
denovo8146,k__Fungi,,,,,,
denovo8147,k__Fungi, p__Ascomycota,,,,,
denovo8148,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mortierellales, f__Mortierellaceae, g__Mortierella, s__Mortierella humilis
denovo8149,k__Fungi,,,,,,
denovo8150,k__Fungi,,,,,,
denovo8151,k__Fungi,,,,,,
denovo8152,k__Fungi,,,,,,
denovo8153,k__Fungi,,,,,,
denovo8154,k__Fungi,,,,,,
denovo8155,k__Fungi,,,,,,
denovo8156,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8157,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8158,k__Fungi,,,,,,
denovo8159,k__Fungi,,,,,,
denovo8160,k__Fungi,,,,,,
denovo8161,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__unidentified, s__uncultured Rhizophagus
denovo8162,k__Fungi,,,,,,
denovo8163,k__Fungi,,,,,,
denovo8164,k__Fungi,,,,,,
denovo8165,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Diversisporales, f__Acaulosporaceae, g__Entrophospora, s__Entrophospora sp
denovo8166,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8167,k__Fungi,,,,,,
denovo8168,k__Fungi,,,,,,
denovo8169,k__Fungi, p__Ascomycota,,,,,
denovo8170,k__Fungi,,,,,,
denovo8171,k__Fungi,,,,,,
denovo8172,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus,
denovo8173,k__Fungi,,,,,,
denovo8174,k__Fungi,,,,,,
denovo8175,k__Fungi,,,,,,
denovo8176,k__Fungi, p__Basidiomycota, c__Microbotryomycetes, o__Sporidiobolales, f__Incertae sedis, g__Rhodotorula, s__Rhodotorula sp
denovo8177,k__Fungi,,,,,,
denovo8178,k__Fungi,,,,,,
denovo8179,k__Fungi,,,,,,
denovo8180,k__Fungi,,,,,,
denovo8181,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae, g__Laccaria,
denovo8182,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Hydnangiaceae,,
denovo8183,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinellus,
denovo8184,k__Fungi,,,,,,
denovo8185,k__Fungi,,,,,,
denovo8186,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8187,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Tremellales, f__Incertae sedis, g__Hannaella, s__Hannaella luteola
denovo8188,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Paraglomerales, f__Paraglomeraceae, g__Paraglomus, s__Paraglomus brasilianum
denovo8189,k__Fungi,,,,,,
denovo8190,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8191,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Paraglomerales, f__Paraglomeraceae, g__Paraglomus, s__Paraglomus laccatum
denovo8192,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales,,,
denovo8193,k__Fungi,,,,,,
denovo8194,k__Fungi, p__Basidiomycota, c__Tremellomycetes, o__Filobasidiales, f__Filobasidiaceae, g__Cryptococcus, s__Cryptococcus terricola
denovo8195,k__Fungi,,,,,,
denovo8196,k__Fungi,,,,,,
denovo8197,k__Fungi,,,,,,
denovo8198,k__Fungi,,,,,,
denovo8199,k__Fungi,,,,,,
denovo8200,k__Fungi,,,,,,
denovo8201,k__Fungi,,,,,,
denovo8202,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mucorales, f__Mucoraceae, g__Mucor, s__Mucor luteus
denovo8203,k__Fungi,,,,,,
denovo8204,k__Fungi,,,,,,
denovo8205,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Boletales, f__Paxillaceae, g__Paxillus, s__Paxillus involutus
denovo8206,k__Fungi, p__Zygomycota, c__Incertae sedis, o__Mucorales, f__Mucoraceae, g__Mucor, s__Mucor strictus
denovo8207,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8208,k__Fungi,,,,,,
denovo8209,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8210,k__Fungi,,,,,,
denovo8211,k__Fungi,,,,,,
denovo8212,k__Fungi,,,,,,
denovo8213,k__Fungi,,,,,,
denovo8214,k__Fungi,,,,,,
denovo8215,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8216,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius, s__Cortinarius alpinus
denovo8217,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Cortinariaceae, g__Cortinarius,
denovo8218,k__Fungi,,,,,,
denovo8219,k__Fungi,,,,,,
denovo8220,k__Fungi,,,,,,
denovo8221,k__Fungi,,,,,,
denovo8222,k__Fungi,,,,,,
denovo8223,k__Fungi,,,,,,
denovo8224,k__Fungi,,,,,,
denovo8225,k__Fungi,,,,,,
denovo8226,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8227,k__Fungi,,,,,,
denovo8228,k__Fungi,,,,,,
denovo8229,k__Fungi,,,,,,
denovo8230,k__Fungi,,,,,,
denovo8231,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales, f__Bionectriaceae, g__Clonostachys, s__Clonostachys rosea f. catenulata
denovo8232,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Hyaloscyphaceae, g__Hyaloscypha, s__Hyaloscypha aureliella
denovo8233,k__Fungi,,,,,,
denovo8234,k__Fungi,,,,,,
denovo8235,k__Fungi,,,,,,
denovo8236,k__Fungi,,,,,,
denovo8237,k__Fungi,,,,,,
denovo8238,k__Fungi,,,,,,
denovo8239,k__Fungi,,,,,,
denovo8240,k__Fungi,,,,,,
denovo8241,k__Fungi,,,,,,
denovo8242,k__Fungi,,,,,,
denovo8243,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae, g__Rhizophagus,
denovo8244,k__Fungi,,,,,,
denovo8245,k__Fungi,,,,,,
denovo8246,k__Fungi,,,,,,
denovo8247,k__Fungi,,,,,,
denovo8248,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius,
denovo8249,k__Fungi,,,,,,
denovo8250,k__Fungi,,,,,,
denovo8251,k__Fungi,,,,,,
denovo8252,k__Fungi,,,,,,
denovo8253,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales, f__Dermateaceae, g__Mollisia, s__Mollisia sp
denovo8254,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Sordariales, f__Lasiosphaeriaceae, g__Zopfiella, s__Zopfiella sp
denovo8255,k__Fungi,,,,,,
denovo8256,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Xylariales, f__Xylariaceae, g__Hypoxylon, s__Hypoxylon rubiginosum
denovo8257,k__Fungi,,,,,,
denovo8258,k__Fungi,,,,,,
denovo8259,k__Fungi,,,,,,
denovo8260,k__Fungi,,,,,,
denovo8261,k__Fungi,,,,,,
denovo8262,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Thelephorales, f__Thelephoraceae, g__Tomentellopsis, s__Tomentellopsis echinospora
denovo8263,k__Fungi,,,,,,
denovo8264,k__Fungi,,,,,,
denovo8265,k__Fungi, p__Chytridiomycota, c__Chytridiomycetes, o__Rhizophlyctidales, f__Rhizophlyctidaceae, g__Rhizophlyctis,
denovo8266,k__Fungi,,,,,,
denovo8267,k__Fungi,,,,,,
denovo8268,k__Fungi,,,,,,
denovo8269,k__Fungi, p__Ascomycota,,,,,
denovo8270,k__Fungi, p__Ascomycota,,,,,
denovo8271,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Atheliales, f__Atheliaceae, g__Tylospora, s__Tylospora sp
denovo8272,k__Fungi,,,,,,
denovo8273,k__Fungi,,,,,,
denovo8274,k__Fungi,,,,,,
denovo8275,k__Fungi,,,,,,
denovo8276,k__Fungi,,,,,,
denovo8277,k__Fungi,,,,,,
denovo8278,k__Fungi, p__Ascomycota, c__Archaeorhizomycetes, o__unidentified, f__unidentified, g__unidentified, s__Archaeorhizomycetes sp
denovo8279,k__Fungi,,,,,,
denovo8280,k__Fungi,,,,,,
denovo8281,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Agaricales, f__Psathyrellaceae, g__Coprinopsis,
denovo8282,k__Fungi, p__Ascomycota,,,,,
denovo8283,k__Fungi, p__Ascomycota, c__Dothideomycetes, o__Pleosporales, f__Pleosporaceae, g__Alternaria,
denovo8284,k__Fungi,,,,,,
denovo8285,k__Fungi, p__Basidiomycota,,,,,
denovo8286,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius helvus
denovo8287,k__Fungi, p__Ascomycota,,,,,
denovo8288,k__Fungi,,,,,,
denovo8289,k__Fungi,,,,,,
denovo8290,k__Fungi,,,,,,
denovo8291,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius,
denovo8292,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8293,k__Fungi,,,,,,
denovo8294,k__Fungi,,,,,,
denovo8295,k__Fungi, p__Ascomycota, c__Leotiomycetes, o__Helotiales,,,
denovo8296,k__Fungi,,,,,,
denovo8297,k__Fungi,,,,,,
denovo8298,k__Fungi,,,,,,
denovo8299,k__Fungi,,,,,,
denovo8300,k__Fungi,,,,,,
denovo8301,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8302,k__Fungi, p__Glomeromycota, c__Glomeromycetes, o__Glomerales, f__Glomeraceae,,
denovo8303,k__Fungi,,,,,,
denovo8304,k__Fungi, p__Basidiomycota, c__Agaricomycetes, o__Russulales, f__Russulaceae, g__Lactarius, s__Lactarius rufus
denovo8305,k__Fungi,,,,,,
denovo8306,k__Fungi,,,,,,
denovo8307,k__Fungi,,,,,,
denovo8308,k__Fungi,,,,,,
denovo8309,k__Fungi,,,,,,
denovo8310,k__Fungi,,,,,,
denovo8311,k__Fungi,,,,,,
denovo8312,k__Fungi,,,,,,
denovo8313,k__Fungi, p__Basidiomycota, c__Agaricomycetes,,,,
denovo8314,k__Fungi,,,,,,
denovo8315,k__Fungi,,,,,,
denovo8316,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales,,,
denovo8317,k__Fungi,,,,,,
denovo8318,k__Fungi,,,,,,
denovo8319,k__Fungi, p__Ascomycota, c__Orbiliomycetes, o__unidentified, f__unidentified, g__unidentified, s__Orbiliomycetes sp
denovo8320,k__Fungi,,,,,,
denovo8321,k__Fungi,,,,,,
denovo8322,k__Fungi, p__Ascomycota, c__Sordariomycetes, o__Hypocreales,,,
denovo8323,k__Fungi,,,,,,
denovo8324,k__Fungi,,,,,,
denovo8325,k__Fungi,,,,,,
